tweet_id,created_at,text,replies,retweets,likes
2026511404677640393,2026-02-25T04:15:44.000Z,"Iranian, Gambian FMs felicitate Ramadan, stress promotion of bilateral ties 

The #Gambia's newly-designated Foreign Minister, Sering Modou Njie, had a telephone conversation with the Minister of Foreign Affairs of the Islamic Republic of Iran, Seyed Abbas Araghchi. 

The foreign",8.0,18,130
2027776298198638725,2026-02-28T16:01:58.000Z,"#Iran FM Holds Phone Call with Pakistani counterpart

As part of the Ministry of Foreign Affairs’ ongoing consultations with other countries following the military aggression by the United States and the Zionist regime against Iran, Seyed Abbas Araghchi held a telephone",36.0,272,1.2K
2019426594817818652,2026-02-05T15:03:13.000Z,"Iranian, Egyptian FMs hold telephone conversation 

Iran’s Minister of Foreign Affairs, Seyed Abbas Araghchi, and Badr Abdelatty, Minister of Foreign Affairs of Egypt, held a telephone conversation during which they discussed regional developments. 

During the call, Araghchi",6.0,16,57
2019796460116623473,2026-02-06T15:32:56.000Z,"Full Remarks by Iran’s Foreign Minister Seyed Abbas Araghchi after the Conclusion of Nuclear Talks in Muscat 

“Today we held intensive and lengthy talks, from 10 a.m. until nearly 6 p.m. Several rounds of indirect meetings were conducted. Mr. Badr Albusaidi, Oman’s Foreign",25.0,52,156
2027702628226875533,2026-02-28T11:09:14.000Z,"Statement of the Ministry of Foreign Affairs of the Islamic Republic of Iran
Regarding the military aggression by the Zionist regime and the United States against #Iran 

Heroic and noble people of Iran,
Iranian compatriots, 

Our sacred and beloved homeland, proud and",174.0,850,2.1K
2022308789672702439,2026-02-13T13:56:02.000Z,"#Iran, #Bahrain FMs hold telephone conversation 

Iranian Foreign Minister Seyed Abbas Araghchi and his Bahraini counterpart Abdullatif bin Rashid Al Zayani held a telephone conversation. 

Araghchi thanked the King of Bahrain for his congratulatory message to Iran’s president on",1.0,13,59
2000902058946265306,2025-12-16T12:13:20.000Z,"Iranian FM holds talks with Belarus counterpart in Minsk

Iranian Foreign Minister Seyed Abbas Araghchi, who has traveled to Belarus to consult with senior officials of the Belarusian government, met at noon on Monday with Maxim Ryzhenkov, the Foreign Minister of Belarus.",4.0,9,29
2001368357543559276,2025-12-17T19:06:14.000Z,"Iran's Foreign Ministry condemns the unlawful actions of the US against #Venezuela 

The Islamic Republic of Iran strongly condemns the threatening statements and actions of the #UnitedStates against the Bolivarian Republic of Venezuela, including threats of a naval blockade and",7.0,16,41
2029928257642954793,2026-03-06T14:33:05.000Z,"Iran’s Foreign Minister Holds Phone Talks with Indian, Sri Lankan Counterparts on Regional Developments

Seyed Abbas Araghchi, Foreign Minister of the Islamic Republic of #Iran, held separate telephone conversations with Subrahmanyam Jaishankar, Foreign Minister of #India, and",40.0,239,946
2001207145660903738,2025-12-17T08:25:38.000Z,"Iranian FM meets with members of Russia’s State Duma 

The Iranian Foreign Minister, Seyed Abbas Araghchi, who has traveled to Moscow for talks with officials of the Russian Federation, met and held talks on Tuesday afternoon with the Chairman of the International Affairs",3.0,8,24
2028045481448718361,2026-03-01T09:51:36.000Z,"Condolence message by Seyed Abbas Araghchi, Minister of Foreign Affairs of the Islamic Republic of Iran, on the martyrdom of Ayatollah #Khamenei, Leader of the Islamic Revolution of Iran 

بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ 

«مِّنَ الْمُؤْمِنِينَ رِجَالٌ صَدَقُوا مَا",55.0,134,555
2017143713491726418,2026-01-30T07:51:52.000Z,"Foreign ministry statement denounces EU FMs' decision regarding armed forces 

The Ministry of Foreign Affairs of the Islamic Republic of Iran considers the unlawful, unjustified, and duplicitous decision of the Foreign Ministers of the #EuropeanUnion to level baseless",36.0,106,306
2003054756458106936,2025-12-22T10:47:23.000Z,"#Iran, #Pakistan FMs talk diplomacy on phone 

Mohammad Ishaq Dar, Minister of Foreign Affairs of the Islamic Republic of Pakistan, held a telephone conversation on Sunday afternoon with his Iranian counterpart, Seyed Abbas Araghchi. During the call, they exchanged views on",10.0,29,111
2024212626562048444,2026-02-18T20:01:12.000Z,"#IAEA director general holds phone call with Iran’s Foreign Minister

Rafael Grossi, Director General of the International Atomic Energy Agency, held a telephone conversation on Wednesday with Seyed Abbas Araghchi, Iran’s Foreign Minister, to discuss the latest developments",12.0,27,123
2017318313265631665,2026-01-30T19:25:40.000Z,"Iranian FM meets with Turkish president 

Iranian Foreign Minister Seyed Abbas Araghchi, who has traveled to Turkey for consultations with senior Turkish officials, held talks with Turkish President Recep Tayyip Erdoğan on Friday afternoon. 

During the meeting, the two sides",38.0,77,428
2026385159701061732,2026-02-24T19:54:05.000Z,"Iran, UAE FMs discuss regional, int’l developments in phone call

The Foreign Minister of the Islamic Republic of Iran, Seyed Abbas Araghchi, had a phone conversation with the Minister of Foreign Affairs of the United Arab Emirates (UAE), Sheikh Abdullah bin Zayed Al Nahyan, to",9.0,17,104
2009158018747813919,2026-01-08T06:59:34.000Z,"Statement by the Ministry of Foreign Affairs on the #UnitedStates’ interventionist positions regarding #Iran

The Iranian Foreign Ministry condemns the meddlesome and deceptive remarks of the US officials regarding Iran’s internal developments, describing them as a clear",178.0,146,412
2022220058857029791,2026-02-13T08:03:27.000Z,"Iran condemns Israeli regime’s crimes in West Bank

Esmaeil Baghaei, Spokesperson for the Ministry of Foreign Affairs of the Islamic Republic of Iran, strongly condemned the recent decision by the political and security cabinet of the Israeli regime to seize more Palestinian land",9.0,74,256
